Name,Team,Level,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId
"Tony Wolters","LAD","AAA","29-30",479,0.108559498,0.231732776,0.468468468,0.235436893,0.334728033,0.334951456,0.669679489,0.099514563,2.8144153002405616,0.305369127,-1.3014028184115887,51.81306581842769,-16.089758851648682,0.3079292160659966,77.75391989617088,"11470"
"Dixon Machado","SFG","AAA","30-30",522,0.101532567,0.122605363,0.828125,0.290672451,0.371647509,0.390455531,0.76210304,0.09978308,4.080072921284904,0.326530612,-0.5153538915328681,73.73774378866776,3.104666450329871,0.34713032476289973,105.69000967930963,"11472"
"Yolmer Sanchez","ATL","AAA","29-30",751,0.126498002,0.231691078,0.545977011,0.231496062,0.342245989,0.373228346,0.715474335,0.141732284,4.681758955378497,0.286995515,-0.6910611856728792,93.40255416416818,-4.134385888937179,0.3260374384814868,95.58719898145371,"11602"
"Juniel Querecuto","ARI","AAA","28-29",828,0.072463768,0.171497584,0.422535211,0.277631578,0.329710144,0.451315789,0.781025933,0.173684211,5.871718971145152,0.311666666,-0.44636035338044167,112.90142111779362,-2.2728056430706354,0.336655561196602,97.57149555500135,"12140"
"Jorge Bonifacio","PHI","AA,AAA","28-29",825,0.12,0.25090909,0.478260869,0.247524752,0.346666666,0.45261669,0.799283356,0.205091938,4.476452776839961,0.301052631,-0.4157644812949002,121.32200953496842,14.440242723955189,0.3518416690362905,113.7522908748679,"12174"
"Jake Hager","SEA","AAA","28-29",647,0.098918083,0.214837712,0.460431654,0.249560632,0.325581395,0.428822495,0.75440389,0.179261863,4.5675602805891184,0.291866028,1.4041373846121132,82.27468870778932,-10.751738158861261,0.3279724354891814,89.2026343781069,"12198"
"Scott Schebler","LAA","AAA","30-31",523,0.06500956,0.296367112,0.219354838,0.228144989,0.300191204,0.40511727,0.705308474,0.176972281,5.8990064788281575,0.296666666,0.3035784000530839,56.165494517634585,-20.893687828232572,0.3053173222231819,72.88978703693688,"12225"
"Cory Spangenberg","STL","AAA","31-31",414,0.065217391,0.326086956,0.2,0.235602094,0.289855072,0.384816753,0.674671825,0.149214659,7.414588262917853,0.334728033,0.7577763274312019,41.82416286100656,-12.559831032855207,0.29903680849190495,76.90528015031862,"12294"
"Beau Taylor","CIN","AAA","31-32",445,0.141573033,0.249438202,0.567567567,0.227642276,0.351351351,0.349593495,0.700944846,0.121951219,1.43391553375,0.294820717,-0.6768687251023948,54.80051425484453,-4.808808456980839,0.3235553577037751,91.3926402336768,"12384"
"Jason Krizan","SFG","AAA","32-33",875,0.084571428,0.149714285,0.564885496,0.293147208,0.350114416,0.489847715,0.839962131,0.196700507,3.1042843750425373,0.313971742,-0.77815510192886,136.37164283337813,7.447144573356936,0.35717320517216994,105.76619820036744,"12394"
"Taylor Motter","COL","AAA","31-32",652,0.159509202,0.208588957,0.764705882,0.282527881,0.395705521,0.592936802,0.988642323,0.310408921,2.6716773609364477,0.295081967,-0.4760519112460315,134.00263425339966,44.198546331422634,0.41300489492886605,147.22794689504053,"12399"
"John Hicks","TEX","AAA","31-32",655,0.064122137,0.285496183,0.22459893,0.272727272,0.322137404,0.514049586,0.83618699,0.241322314,5.067316655420791,0.339331619,0.36519798170775175,99.01205782778027,8.634213181207214,0.3546969410117346,109.69708320440543,"12547"
"Alex Dickerson","SFG","AAA","31-32",402,0.084577114,0.208955223,0.404761904,0.244444444,0.315920398,0.436111111,0.752031509,0.191666667,3.1481175206081855,0.279245283,-0.3994865044951439,51.51307241245732,-2.0225555338002787,0.3296030848773558,95.72841086725528,"12649"
"Dillon Thomas","SEA","AAA","28-29",887,0.109357384,0.275084554,0.397540983,0.269692923,0.377677564,0.457943925,0.835621489,0.188251002,5.497650297980968,0.356993736,0.13324130093678832,145.55379751821062,14.901237343745446,0.36656752908202916,111.40786571104059,"12719"
"Andy Burns","LAD","AAA,CPX","30-31",562,0.15480427,0.24733096,0.62589928,0.228144989,0.348754448,0.37739872,0.726153168,0.149253731,5.041663074710255,0.290625,0.09663071733666584,71.63598380088811,-11.153558546304657,0.3277143892332407,86.47866740988137,"12779"
"Socrates Brito","NYY","AAA","28-28",419,0.076372315,0.22673031,0.336842105,0.250666666,0.315035799,0.376,0.691035799,0.125333334,6.831568563875644,0.306859205,2.7887061103247106,46.10701499563719,-7.616418633041123,0.3087078305872642,85.82291168192315,"12944"
"Phillip Evans","PIT","AAA","28-29",544,0.084558823,0.158088235,0.53488372,0.245901639,0.31617647,0.356557377,0.672733847,0.110655738,2.4320793660736806,0.279596977,-1.432083890773356,57.86764695778588,-13.14069816931983,0.305085996275439,81.50885566905589,"12950"
"John Andreoli","SDP","AAA,CPX","31-32",610,0.183606557,0.357377049,0.513761467,0.19262295,0.344316309,0.37704918,0.721365489,0.18442623,7.022583002965821,0.288537549,0.5948586488957517,78.21813517979038,-4.992784274903418,0.3296262663121671,93.85305383019931,"13012"
"Mikie Mahtook","CHW","AAA","31-31",410,0.075609756,0.248780487,0.303921568,0.250681198,0.31784841,0.517711171,0.835559581,0.267029973,4.993596287137242,0.271604938,0.3294916283339262,61.61105738117691,9.04158772065636,0.35666727391528147,117.19931317368139,"13130"
"Marco Hernandez","CHW","AAA","28-28",354,0.028248587,0.169491525,0.166666666,0.266467065,0.28611898,0.377245508,0.663364488,0.110778443,3.0887766186496255,0.304347826,-1.0345203410834074,33.39084182044785,-11.998407593757705,0.2899721827115283,73.56552983666977,"13154"
